,filename,emotion,emotion_id,intensity_level,mode,coverage,n_correct_answers,accuracy
2360,A405_disa_v_3,disappointment,37,3,v,7,2,0.2857142857142857
2369,A405_dou_p_2,doubt,3,2,p,7,2,0.2857142857142857
2370,A405_dou_p_3,doubt,3,3,p,4,1,0.25
2371,A405_dou_v_2,doubt,3,2,v,8,3,0.375
2372,A405_dou_v_3,doubt,3,3,v,6,1,0.16666666666666666
2393,A405_gra_p_2,gratitude,7,2,p,9,3,0.3333333333333333
2394,A405_gra_p_3,gratitude,7,3,p,9,4,0.4444444444444444
2395,A405_gra_v_2,gratitude,7,2,v,8,2,0.25
2396,A405_gra_v_3,gratitude,7,3,v,8,7,0.875
2413,A405_int_p_2,interest_curiosity,29,2,p,7,2,0.2857142857142857
2414,A405_int_p_3,interest_curiosity,29,3,p,5,1,0.2
2415,A405_int_v_2,interest_curiosity,29,2,v,6,2,0.3333333333333333
2416,A405_int_v_3,interest_curiosity,29,3,v,9,2,0.2222222222222222
2517,A407_bor_p_2,boredom,26,2,p,9,6,0.6666666666666666
2518,A407_bor_p_3,boredom,26,3,p,6,2,0.3333333333333333
2519,A407_bor_v_2,boredom,26,2,v,7,2,0.2857142857142857
2520,A407_bor_v_3,boredom,26,3,v,8,8,1.0
2521,A407_conc_p_2,concentration,27,2,p,8,4,0.5
2522,A407_conc_p_3,concentration,27,3,p,6,3,0.5
2523,A407_conc_v_2,concentration,27,2,v,6,2,0.3333333333333333
2524,A407_conc_v_3,concentration,27,3,v,6,3,0.5
2525,A407_conf_p_2,confusion,1,2,p,7,3,0.42857142857142855
2526,A407_conf_p_3,confusion,1,3,p,6,3,0.5
2527,A407_conf_v_2,confusion,1,2,v,9,6,0.6666666666666666
2528,A407_conf_v_3,confusion,1,3,v,9,6,0.6666666666666666
2533,A407_det_p_2,determination,2,2,p,6,3,0.5
2534,A407_det_p_3,determination,2,3,p,7,4,0.5714285714285714
2535,A407_det_v_2,determination,2,2,v,5,1,0.2
2536,A407_det_v_3,determination,2,3,v,8,6,0.75
2537,A407_disa_p_2,disappointment,37,2,p,8,2,0.25
2538,A407_disa_p_3,disappointment,37,3,p,8,3,0.375
2539,A407_disa_v_2,disappointment,37,2,v,8,4,0.5
2540,A407_disa_v_3,disappointment,37,3,v,6,4,0.6666666666666666
2549,A407_dou_p_2,doubt,3,2,p,7,1,0.14285714285714285
2550,A407_dou_p_3,doubt,3,3,p,7,0,0.0
2551,A407_dou_v_2,doubt,3,2,v,6,2,0.3333333333333333
2552,A407_dou_v_3,doubt,3,3,v,7,1,0.14285714285714285
2573,A407_gra_p_2,gratitude,7,2,p,6,2,0.3333333333333333
2574,A407_gra_p_3,gratitude,7,3,p,6,3,0.5
2575,A407_gra_v_2,gratitude,7,2,v,5,1,0.2
2576,A407_gra_v_3,gratitude,7,3,v,10,3,0.3
2593,A407_int_p_2,interest_curiosity,29,2,p,6,1,0.16666666666666666
2594,A407_int_p_3,interest_curiosity,29,3,p,8,5,0.625
2595,A407_int_v_2,interest_curiosity,29,2,v,7,4,0.5714285714285714
2596,A407_int_v_3,interest_curiosity,29,3,v,6,0,0.0
2697,A410_bor_p_2,boredom,26,2,p,7,3,0.42857142857142855
2698,A410_bor_p_3,boredom,26,3,p,5,0,0.0
2699,A410_bor_v_2,boredom,26,2,v,10,2,0.2
2700,A410_bor_v_3,boredom,26,3,v,7,2,0.2857142857142857
2701,A410_conc_p_2,concentration,27,2,p,8,3,0.375
2702,A410_conc_p_3,concentration,27,3,p,8,2,0.25
2703,A410_conc_v_2,concentration,27,2,v,6,3,0.5
2704,A410_conc_v_3,concentration,27,3,v,9,4,0.4444444444444444
2705,A410_conf_p_2,confusion,1,2,p,5,2,0.4
2706,A410_conf_p_3,confusion,1,3,p,5,3,0.6
2707,A410_conf_v_2,confusion,1,2,v,6,1,0.16666666666666666
2708,A410_conf_v_3,confusion,1,3,v,8,5,0.625
2713,A410_det_p_2,determination,2,2,p,7,5,0.7142857142857143
2714,A410_det_p_3,determination,2,3,p,7,5,0.7142857142857143
2715,A410_det_v_2,determination,2,2,v,4,3,0.75
2716,A410_det_v_3,determination,2,3,v,8,4,0.5
2717,A410_disa_p_2,disappointment,37,2,p,8,2,0.25
2718,A410_disa_p_3,disappointment,37,3,p,8,3,0.375
2719,A410_disa_v_2,disappointment,37,2,v,6,2,0.3333333333333333
2720,A410_disa_v_3,disappointment,37,3,v,7,2,0.2857142857142857
2729,A410_dou_p_2,doubt,3,2,p,8,0,0.0
2730,A410_dou_p_3,doubt,3,3,p,6,0,0.0
2731,A410_dou_v_2,doubt,3,2,v,9,0,0.0
2732,A410_dou_v_3,doubt,3,3,v,4,1,0.25
2753,A410_gra_p_2,gratitude,7,2,p,9,3,0.3333333333333333
2754,A410_gra_p_3,gratitude,7,3,p,8,3,0.375
2755,A410_gra_v_2,gratitude,7,2,v,7,2,0.2857142857142857
2756,A410_gra_v_3,gratitude,7,3,v,6,0,0.0
2773,A410_int_p_2,interest_curiosity,29,2,p,6,0,0.0
2774,A410_int_p_3,interest_curiosity,29,3,p,8,1,0.125
2775,A410_int_v_2,interest_curiosity,29,2,v,6,2,0.3333333333333333
2776,A410_int_v_3,interest_curiosity,29,3,v,10,3,0.3
2877,A417_bor_p_2,boredom,26,2,p,7,2,0.2857142857142857
2878,A417_bor_p_3,boredom,26,3,p,7,4,0.5714285714285714
2879,A417_bor_v_2,boredom,26,2,v,4,1,0.25
2880,A417_bor_v_3,boredom,26,3,v,5,3,0.6
2881,A417_conc_p_2,concentration,27,2,p,8,3,0.375
2882,A417_conc_p_3,concentration,27,3,p,5,3,0.6
2883,A417_conc_v_2,concentration,27,2,v,4,2,0.5
2884,A417_conc_v_3,concentration,27,3,v,8,4,0.5
2885,A417_conf_p_2,confusion,1,2,p,7,4,0.5714285714285714
2886,A417_conf_p_3,confusion,1,3,p,8,6,0.75
2887,A417_conf_v_2,confusion,1,2,v,8,4,0.5
2888,A417_conf_v_3,confusion,1,3,v,6,5,0.8333333333333334
2893,A417_det_p_2,determination,2,2,p,4,4,1.0
2894,A417_det_p_3,determination,2,3,p,7,7,1.0
2895,A417_det_v_2,determination,2,2,v,7,5,0.7142857142857143
2896,A417_det_v_3,determination,2,3,v,5,1,0.2
2897,A417_disa_p_2,disappointment,37,2,p,8,2,0.25
2898,A417_disa_p_3,disappointment,37,3,p,9,4,0.4444444444444444
2899,A417_disa_v_2,disappointment,37,2,v,9,4,0.4444444444444444
2900,A417_disa_v_3,disappointment,37,3,v,8,1,0.125
2909,A417_dou_p_2,doubt,3,2,p,6,2,0.3333333333333333
2910,A417_dou_p_3,doubt,3,3,p,5,0,0.0
2911,A417_dou_v_2,doubt,3,2,v,9,4,0.4444444444444444
2912,A417_dou_v_3,doubt,3,3,v,8,5,0.625
2933,A417_gra_p_2,gratitude,7,2,p,8,7,0.875
2934,A417_gra_p_3,gratitude,7,3,p,6,4,0.6666666666666666
2935,A417_gra_v_2,gratitude,7,2,v,8,1,0.125
2936,A417_gra_v_3,gratitude,7,3,v,10,4,0.4
2953,A417_int_p_2,interest_curiosity,29,2,p,9,7,0.7777777777777778
2954,A417_int_p_3,interest_curiosity,29,3,p,9,6,0.6666666666666666
2955,A417_int_v_2,interest_curiosity,29,2,v,8,3,0.375
2956,A417_int_v_3,interest_curiosity,29,3,v,8,3,0.375
3057,A424_bor_p_2,boredom,26,2,p,7,5,0.7142857142857143
3058,A424_bor_p_3,boredom,26,3,p,7,2,0.2857142857142857
3059,A424_bor_v_2,boredom,26,2,v,9,4,0.4444444444444444
3060,A424_bor_v_3,boredom,26,3,v,7,3,0.42857142857142855
3061,A424_conc_p_2,concentration,27,2,p,9,6,0.6666666666666666
3062,A424_conc_p_3,concentration,27,3,p,7,4,0.5714285714285714
3063,A424_conc_v_2,concentration,27,2,v,8,4,0.5
3064,A424_conc_v_3,concentration,27,3,v,8,2,0.25
3065,A424_conf_p_2,confusion,1,2,p,10,4,0.4
3066,A424_conf_p_3,confusion,1,3,p,9,2,0.2222222222222222
3067,A424_conf_v_2,confusion,1,2,v,10,6,0.6
3068,A424_conf_v_3,confusion,1,3,v,6,3,0.5
3073,A424_det_p_2,determination,2,2,p,6,5,0.8333333333333334
3074,A424_det_p_3,determination,2,3,p,5,5,1.0
3075,A424_det_v_2,determination,2,2,v,7,7,1.0
3076,A424_det_v_3,determination,2,3,v,7,7,1.0
3077,A424_disa_p_2,disappointment,37,2,p,7,1,0.14285714285714285
3078,A424_disa_p_3,disappointment,37,3,p,8,2,0.25
3079,A424_disa_v_2,disappointment,37,2,v,9,6,0.6666666666666666
3080,A424_disa_v_3,disappointment,37,3,v,6,2,0.3333333333333333
3089,A424_dou_p_2,doubt,3,2,p,4,1,0.25
3090,A424_dou_p_3,doubt,3,3,p,5,1,0.2
3091,A424_dou_v_2,doubt,3,2,v,7,0,0.0
3092,A424_dou_v_3,doubt,3,3,v,5,1,0.2
3113,A424_gra_p_2,gratitude,7,2,p,7,4,0.5714285714285714
3114,A424_gra_p_3,gratitude,7,3,p,7,2,0.2857142857142857
3115,A424_gra_v_2,gratitude,7,2,v,8,0,0.0
3116,A424_gra_v_3,gratitude,7,3,v,9,0,0.0
3133,A424_int_p_2,interest_curiosity,29,2,p,7,3,0.42857142857142855
3134,A424_int_p_3,interest_curiosity,29,3,p,8,2,0.25
3135,A424_int_v_2,interest_curiosity,29,2,v,5,3,0.6
3136,A424_int_v_3,interest_curiosity,29,3,v,7,1,0.14285714285714285
3237,A425_bor_p_2,boredom,26,2,p,8,4,0.5
3238,A425_bor_p_3,boredom,26,3,p,7,5,0.7142857142857143
3239,A425_bor_v_2,boredom,26,2,v,5,3,0.6
3240,A425_bor_v_3,boredom,26,3,v,9,8,0.8888888888888888
3241,A425_conc_p_2,concentration,27,2,p,6,3,0.5
3242,A425_conc_p_3,concentration,27,3,p,9,5,0.5555555555555556
3243,A425_conc_v_2,concentration,27,2,v,6,5,0.8333333333333334
3244,A425_conc_v_3,concentration,27,3,v,7,5,0.7142857142857143
3245,A425_conf_p_2,confusion,1,2,p,8,8,1.0
3246,A425_conf_p_3,confusion,1,3,p,6,5,0.8333333333333334
3247,A425_conf_v_2,confusion,1,2,v,6,1,0.16666666666666666
3248,A425_conf_v_3,confusion,1,3,v,8,3,0.375
3253,A425_det_p_2,determination,2,2,p,4,3,0.75
3254,A425_det_p_3,determination,2,3,p,9,3,0.3333333333333333
3255,A425_det_v_2,determination,2,2,v,9,7,0.7777777777777778
3256,A425_det_v_3,determination,2,3,v,7,4,0.5714285714285714
3257,A425_disa_p_2,disappointment,37,2,p,6,2,0.3333333333333333
3258,A425_disa_p_3,disappointment,37,3,p,5,2,0.4
3259,A425_disa_v_2,disappointment,37,2,v,10,5,0.5
3260,A425_disa_v_3,disappointment,37,3,v,8,4,0.5
3269,A425_dou_p_2,doubt,3,2,p,9,4,0.4444444444444444
3270,A425_dou_p_3,doubt,3,3,p,6,1,0.16666666666666666
3271,A425_dou_v_2,doubt,3,2,v,9,5,0.5555555555555556
3272,A425_dou_v_3,doubt,3,3,v,5,5,1.0
3293,A425_gra_p_2,gratitude,7,2,p,7,3,0.42857142857142855
3294,A425_gra_p_3,gratitude,7,3,p,6,3,0.5
3295,A425_gra_v_2,gratitude,7,2,v,10,2,0.2
3296,A425_gra_v_3,gratitude,7,3,v,8,1,0.125
3313,A425_int_p_2,interest_curiosity,29,2,p,6,4,0.6666666666666666
3314,A425_int_p_3,interest_curiosity,29,3,p,5,2,0.4
3315,A425_int_v_2,interest_curiosity,29,2,v,5,4,0.8
3316,A425_int_v_3,interest_curiosity,29,3,v,6,1,0.16666666666666666
3416,A426_bor_p_2,boredom,26,2,p,9,7,0.7777777777777778
3417,A426_bor_p_3,boredom,26,3,p,7,5,0.7142857142857143
3418,A426_bor_v_2,boredom,26,2,v,6,3,0.5
3419,A426_bor_v_3,boredom,26,3,v,7,7,1.0
3420,A426_conc_p_2,concentration,27,2,p,6,5,0.8333333333333334
3421,A426_conc_p_3,concentration,27,3,p,9,6,0.6666666666666666
3422,A426_conc_v_2,concentration,27,2,v,6,4,0.6666666666666666
3423,A426_conc_v_3,concentration,27,3,v,9,8,0.8888888888888888
3424,A426_conf_p_2,confusion,1,2,p,9,4,0.4444444444444444
3425,A426_conf_p_3,confusion,1,3,p,7,1,0.14285714285714285
3426,A426_conf_v_2,confusion,1,2,v,8,6,0.75
3427,A426_conf_v_3,confusion,1,3,v,8,6,0.75
3432,A426_det_p_2,determination,2,2,p,7,7,1.0
3433,A426_det_p_3,determination,2,3,p,9,5,0.5555555555555556
3434,A426_det_v_2,determination,2,2,v,8,2,0.25
3435,A426_det_v_3,determination,2,3,v,6,4,0.6666666666666666
3436,A426_disa_p_2,disappointment,37,2,p,7,2,0.2857142857142857
3437,A426_disa_p_3,disappointment,37,3,p,8,2,0.25
3438,A426_disa_v_2,disappointment,37,2,v,6,4,0.6666666666666666
3439,A426_disa_v_3,disappointment,37,3,v,7,2,0.2857142857142857
3448,A426_dou_p_2,doubt,3,2,p,6,3,0.5
3449,A426_dou_p_3,doubt,3,3,p,7,1,0.14285714285714285
3450,A426_dou_v_2,doubt,3,2,v,6,2,0.3333333333333333
3451,A426_dou_v_3,doubt,3,3,v,6,1,0.16666666666666666
3472,A426_gra_p_2,gratitude,7,2,p,8,6,0.75
3473,A426_gra_p_3,gratitude,7,3,p,11,2,0.18181818181818182
3474,A426_gra_v_2,gratitude,7,2,v,9,4,0.4444444444444444
3475,A426_gra_v_3,gratitude,7,3,v,8,4,0.5
3492,A426_int_p_2,interest_curiosity,29,2,p,5,1,0.2
3493,A426_int_p_3,interest_curiosity,29,3,p,8,1,0.125
3494,A426_int_v_2,interest_curiosity,29,2,v,8,3,0.375
3495,A426_int_v_3,interest_curiosity,29,3,v,8,1,0.125
3595,A435_bor_p_2,boredom,26,2,p,10,1,0.1
3596,A435_bor_p_3,boredom,26,3,p,6,4,0.6666666666666666
3597,A435_bor_v_2,boredom,26,2,v,6,3,0.5
3598,A435_bor_v_3,boredom,26,3,v,9,5,0.5555555555555556
3599,A435_conc_p_2,concentration,27,2,p,8,5,0.625
3600,A435_conc_p_3,concentration,27,3,p,8,7,0.875
3601,A435_conc_v_2,concentration,27,2,v,7,5,0.7142857142857143
3602,A435_conc_v_3,concentration,27,3,v,8,5,0.625
3603,A435_conf_p_3,confusion,1,3,p,10,5,0.5
3604,A435_conf_v_2,confusion,1,2,v,5,1,0.2
3605,A435_conf_v_3,confusion,1,3,v,10,8,0.8
3610,A435_det_p_2,determination,2,2,p,8,7,0.875
3611,A435_det_p_3,determination,2,3,p,7,7,1.0
3612,A435_det_v_2,determination,2,2,v,7,7,1.0
3613,A435_det_v_3,determination,2,3,v,7,5,0.7142857142857143
3614,A435_disa_p_2,disappointment,37,2,p,9,3,0.3333333333333333
3615,A435_disa_p_3,disappointment,37,3,p,10,5,0.5
3616,A435_disa_v_2,disappointment,37,2,v,10,4,0.4
3617,A435_disa_v_3,disappointment,37,3,v,6,1,0.16666666666666666
3626,A435_dou_p_2,doubt,3,2,p,7,0,0.0
3627,A435_dou_p_3,doubt,3,3,p,4,0,0.0
3628,A435_dou_v_2,doubt,3,2,v,7,1,0.14285714285714285
3629,A435_dou_v_3,doubt,3,3,v,7,3,0.42857142857142855
3649,A435_gra_p_2,gratitude,7,2,p,7,4,0.5714285714285714
3650,A435_gra_p_3,gratitude,7,3,p,8,3,0.375
3651,A435_gra_v_2,gratitude,7,2,v,5,1,0.2
3652,A435_gra_v_3,gratitude,7,3,v,9,1,0.1111111111111111
3669,A435_int_p_2,interest_curiosity,29,2,p,10,3,0.3
3670,A435_int_p_3,interest_curiosity,29,3,p,6,2,0.3333333333333333
3671,A435_int_v_2,interest_curiosity,29,2,v,6,1,0.16666666666666666
3672,A435_int_v_3,interest_curiosity,29,3,v,9,2,0.2222222222222222
3773,A437_bor_p_2,boredom,26,2,p,9,3,0.3333333333333333
3774,A437_bor_v_2,boredom,26,2,v,8,0,0.0
3775,A437_bor_v_3,boredom,26,3,v,8,5,0.625
3776,A437_conc_p_2,concentration,27,2,p,7,4,0.5714285714285714
3777,A437_conc_p_3,concentration,27,3,p,6,2,0.3333333333333333
3778,A437_conc_v_2,concentration,27,2,v,7,7,1.0
3779,A437_conc_v_3,concentration,27,3,v,5,3,0.6
3780,A437_conf_p_2,confusion,1,2,p,8,1,0.125
3781,A437_conf_p_3,confusion,1,3,p,9,4,0.4444444444444444
3782,A437_conf_v_2,confusion,1,2,v,9,4,0.4444444444444444
3783,A437_conf_v_3,confusion,1,3,v,8,5,0.625
3788,A437_det_p_2,determination,2,2,p,5,3,0.6
3789,A437_det_p_3,determination,2,3,p,7,3,0.42857142857142855
3790,A437_det_v_2,determination,2,2,v,7,6,0.8571428571428571
3791,A437_det_v_3,determination,2,3,v,5,2,0.4
3792,A437_disa_p_2,disappointment,37,2,p,7,3,0.42857142857142855
3793,A437_disa_p_3,disappointment,37,3,p,8,2,0.25
3794,A437_disa_v_2,disappointment,37,2,v,10,2,0.2
3795,A437_disa_v_3,disappointment,37,3,v,8,0,0.0
3804,A437_dou_p_2,doubt,3,2,p,9,1,0.1111111111111111
3805,A437_dou_v_2,doubt,3,2,v,6,3,0.5
3806,A437_dou_v_3,doubt,3,3,v,8,1,0.125
3827,A437_gra_p_2,gratitude,7,2,p,7,3,0.42857142857142855
3828,A437_gra_p_3,gratitude,7,3,p,4,2,0.5
3829,A437_gra_v_2,gratitude,7,2,v,9,0,0.0
3830,A437_gra_v_3,gratitude,7,3,v,6,2,0.3333333333333333
3847,A437_int_p_2,interest_curiosity,29,2,p,10,4,0.4
3848,A437_int_p_3,interest_curiosity,29,3,p,5,5,1.0
3849,A437_int_v_2,interest_curiosity,29,2,v,7,2,0.2857142857142857
3850,A437_int_v_3,interest_curiosity,29,3,v,8,6,0.75
3949,A438_bor_p_3,boredom,26,3,p,9,5,0.5555555555555556
3950,A438_bor_v_2,boredom,26,2,v,9,5,0.5555555555555556
3951,A438_bor_v_3,boredom,26,3,v,5,4,0.8
3952,A438_conc_p_2,concentration,27,2,p,9,5,0.5555555555555556
3953,A438_conc_p_3,concentration,27,3,p,9,4,0.4444444444444444
3954,A438_conc_v_2,concentration,27,2,v,7,3,0.42857142857142855
3955,A438_conc_v_3,concentration,27,3,v,9,6,0.6666666666666666
3956,A438_conf_p_2,confusion,1,2,p,6,4,0.6666666666666666
3957,A438_conf_p_3,confusion,1,3,p,8,4,0.5
3958,A438_conf_v_2,confusion,1,2,v,10,3,0.3
3959,A438_conf_v_3,confusion,1,3,v,8,1,0.125
3963,A438_det_p_2,determination,2,2,p,6,4,0.6666666666666666
3964,A438_det_p_3,determination,2,3,p,7,5,0.7142857142857143
3965,A438_det_v_2,determination,2,2,v,8,1,0.125
3966,A438_det_v_3,determination,2,3,v,8,5,0.625
3967,A438_disa_p_2,disappointment,37,2,p,9,2,0.2222222222222222
3968,A438_disa_p_3,disappointment,37,3,p,8,1,0.125
3969,A438_disa_v_2,disappointment,37,2,v,8,2,0.25
3970,A438_disa_v_3,disappointment,37,3,v,9,3,0.3333333333333333
3978,A438_dou_p_2,doubt,3,2,p,9,1,0.1111111111111111
3979,A438_dou_p_3,doubt,3,3,p,8,4,0.5
3980,A438_dou_v_2,doubt,3,2,v,9,5,0.5555555555555556
3981,A438_dou_v_3,doubt,3,3,v,4,1,0.25
4000,A438_gra_p_2,gratitude,7,2,p,10,1,0.1
4001,A438_gra_p_3,gratitude,7,3,p,5,0,0.0
4002,A438_gra_v_2,gratitude,7,2,v,7,1,0.14285714285714285
4003,A438_gra_v_3,gratitude,7,3,v,10,1,0.1
4019,A438_int_p_2,interest_curiosity,29,2,p,8,3,0.375
4020,A438_int_p_3,interest_curiosity,29,3,p,6,1,0.16666666666666666
4021,A438_int_v_2,interest_curiosity,29,2,v,8,3,0.375
4022,A438_int_v_3,interest_curiosity,29,3,v,4,2,0.5
4113,A55_bor_p_2,boredom,26,2,p,8,7,0.875
4114,A55_bor_p_3,boredom,26,3,p,8,6,0.75
4115,A55_bor_v_2_ver1,boredom,26,2,v,7,5,0.7142857142857143
4116,A55_bor_v_3_ver1,boredom,26,3,v,6,5,0.8333333333333334
4117,A55_conc_p_2,concentration,27,2,p,7,3,0.42857142857142855
4118,A55_conc_p_3,concentration,27,3,p,6,3,0.5
4119,A55_conc_v_2_ver1,concentration,27,2,v,6,2,0.3333333333333333
4120,A55_conc_v_3_ver1,concentration,27,3,v,8,5,0.625
4121,A55_conf_p_2,confusion,1,2,p,7,0,0.0
4122,A55_conf_p_3,confusion,1,3,p,10,4,0.4
4123,A55_conf_v_2_ver1,confusion,1,2,v,7,0,0.0
4124,A55_conf_v_3_ver1,confusion,1,3,v,7,3,0.42857142857142855
4129,A55_det_p_2,determination,2,2,p,6,6,1.0
4130,A55_det_p_3,determination,2,3,p,9,5,0.5555555555555556
4131,A55_det_v_2_ver1,determination,2,2,v,9,6,0.6666666666666666
4132,A55_det_v_3_ver1,determination,2,3,v,6,4,0.6666666666666666
4133,A55_disa_p_2,disappointment,37,2,p,9,6,0.6666666666666666
4134,A55_disa_p_3_ver1,disappointment,37,3,p,6,1,0.16666666666666666
4135,A55_disa_v_2_ver1,disappointment,37,2,v,8,5,0.625
4136,A55_disa_v_3_ver1,disappointment,37,3,v,7,6,0.8571428571428571
4145,A55_dou_p_2,doubt,3,2,p,7,3,0.42857142857142855
4146,A55_dou_p_3_ver1,doubt,3,3,p,8,5,0.625
4147,A55_dou_v_2_ver1,doubt,3,2,v,6,3,0.5
4148,A55_dou_v_3_ver1,doubt,3,3,v,7,4,0.5714285714285714
4169,A55_gra_p_2,gratitude,7,2,p,5,2,0.4
4170,A55_gra_p_3_ver1,gratitude,7,3,p,8,5,0.625
4171,A55_gra_v_2_ver1,gratitude,7,2,v,7,3,0.42857142857142855
4172,A55_gra_v_3_ver1,gratitude,7,3,v,8,4,0.5
4189,A55_int_p_2,interest_curiosity,29,2,p,8,1,0.125
4190,A55_int_p_3,interest_curiosity,29,3,p,8,2,0.25
4191,A55_int_v_2_ver1,interest_curiosity,29,2,v,6,4,0.6666666666666666
4192,A55_int_v_3_ver1,interest_curiosity,29,3,v,7,5,0.7142857142857143
4293,A64_bor_p_2,boredom,26,2,p,7,6,0.8571428571428571
4294,A64_bor_p_3,boredom,26,3,p,9,2,0.2222222222222222
4295,A64_bor_v_2,boredom,26,2,v,7,2,0.2857142857142857
4296,A64_bor_v_3,boredom,26,3,v,9,6,0.6666666666666666
4297,A64_conc_p_2,concentration,27,2,p,6,5,0.8333333333333334
4298,A64_conc_p_3,concentration,27,3,p,6,4,0.6666666666666666
4299,A64_conc_v_2,concentration,27,2,v,8,4,0.5
4300,A64_conc_v_3,concentration,27,3,v,7,3,0.42857142857142855
4301,A64_conf_p_2,confusion,1,2,p,6,3,0.5
4302,A64_conf_p_3,confusion,1,3,p,7,4,0.5714285714285714
4303,A64_conf_v_2,confusion,1,2,v,7,2,0.2857142857142857
4304,A64_conf_v_3,confusion,1,3,v,6,2,0.3333333333333333
4309,A64_det_p_2,determination,2,2,p,6,6,1.0
4310,A64_det_p_3,determination,2,3,p,6,0,0.0
4311,A64_det_v_2,determination,2,2,v,7,1,0.14285714285714285
4312,A64_det_v_3,determination,2,3,v,6,0,0.0
4313,A64_disa_p_2,disappointment,37,2,p,9,4,0.4444444444444444
4314,A64_disa_p_3,disappointment,37,3,p,7,3,0.42857142857142855
4315,A64_disa_v_2,disappointment,37,2,v,7,3,0.42857142857142855
4316,A64_disa_v_3,disappointment,37,3,v,6,2,0.3333333333333333
4325,A64_dou_p_2,doubt,3,2,p,7,2,0.2857142857142857
4326,A64_dou_p_3,doubt,3,3,p,8,3,0.375
4327,A64_dou_v_2,doubt,3,2,v,10,3,0.3
4328,A64_dou_v_3,doubt,3,3,v,8,0,0.0
4349,A64_gra_p_2,gratitude,7,2,p,10,3,0.3
4350,A64_gra_p_3,gratitude,7,3,p,7,1,0.14285714285714285
4351,A64_gra_v_2,gratitude,7,2,v,3,0,0.0
4352,A64_gra_v_3,gratitude,7,3,v,7,2,0.2857142857142857
4369,A64_int_p_2,interest_curiosity,29,2,p,9,3,0.3333333333333333
4370,A64_int_p_3,interest_curiosity,29,3,p,6,1,0.16666666666666666
4371,A64_int_v_2,interest_curiosity,29,2,v,11,4,0.36363636363636365
4372,A64_int_v_3,interest_curiosity,29,3,v,6,0,0.0
4471,A67_bor_p_2,boredom,26,2,p,7,6,0.8571428571428571
4472,A67_bor_p_3,boredom,26,3,p,4,4,1.0
4473,A67_bor_v_2,boredom,26,2,v,8,6,0.75
4474,A67_bor_v_3,boredom,26,3,v,8,6,0.75
4475,A67_conc_p_2,concentration,27,2,p,8,7,0.875
4476,A67_conc_p_3,concentration,27,3,p,6,4,0.6666666666666666
4477,A67_conc_v_2,concentration,27,2,v,8,6,0.75
4478,A67_conc_v_3,concentration,27,3,v,7,6,0.8571428571428571
4479,A67_conf_p_2,confusion,1,2,p,7,4,0.5714285714285714
4480,A67_conf_p_3,confusion,1,3,p,8,6,0.75
4481,A67_conf_v_2,confusion,1,2,v,9,4,0.4444444444444444
4482,A67_conf_v_3,confusion,1,3,v,9,3,0.3333333333333333
4486,A67_det_p_2,determination,2,2,p,7,3,0.42857142857142855
4487,A67_det_p_3,determination,2,3,p,5,4,0.8
4488,A67_det_v_2,determination,2,2,v,7,1,0.14285714285714285
4489,A67_disa_p_2,disappointment,37,2,p,7,0,0.0
4490,A67_disa_p_3,disappointment,37,3,p,8,2,0.25
4491,A67_disa_v_2,disappointment,37,2,v,7,3,0.42857142857142855
4492,A67_disa_v_3,disappointment,37,3,v,8,5,0.625
4501,A67_dou_p_2,doubt,3,2,p,8,3,0.375
4502,A67_dou_p_3,doubt,3,3,p,6,1,0.16666666666666666
4503,A67_dou_v_2,doubt,3,2,v,6,4,0.6666666666666666
4504,A67_dou_v_3,doubt,3,3,v,6,1,0.16666666666666666
4525,A67_gra_p_2,gratitude,7,2,p,6,1,0.16666666666666666
4526,A67_gra_p_3,gratitude,7,3,p,7,1,0.14285714285714285
4527,A67_gra_v_2,gratitude,7,2,v,8,1,0.125
4528,A67_gra_v_3,gratitude,7,3,v,8,3,0.375
4545,A67_int_p_2,interest_curiosity,29,2,p,6,5,0.8333333333333334
4546,A67_int_v_2,interest_curiosity,29,2,v,4,1,0.25
4547,A67_int_v_3,interest_curiosity,29,3,v,9,4,0.4444444444444444
4642,A72_bor_p_2,boredom,26,2,p,7,3,0.42857142857142855
4643,A72_bor_p_3,boredom,26,3,p,8,4,0.5
4644,A72_bor_v_2,boredom,26,2,v,6,2,0.3333333333333333
4645,A72_bor_v_3,boredom,26,3,v,7,3,0.42857142857142855
4646,A72_conc_p_2,concentration,27,2,p,10,8,0.8
4647,A72_conc_p_3,concentration,27,3,p,8,6,0.75
4648,A72_conc_v_2,concentration,27,2,v,7,5,0.7142857142857143
4649,A72_conc_v_3,concentration,27,3,v,9,7,0.7777777777777778
4650,A72_conf_p_2,confusion,1,2,p,7,2,0.2857142857142857
4651,A72_conf_p_3,confusion,1,3,p,6,2,0.3333333333333333
4652,A72_conf_v_2,confusion,1,2,v,8,4,0.5
4653,A72_conf_v_3,confusion,1,3,v,8,2,0.25
4658,A72_det_p_2,determination,2,2,p,5,4,0.8
4659,A72_det_p_3,determination,2,3,p,6,5,0.8333333333333334
4660,A72_det_v_2,determination,2,2,v,8,3,0.375
4661,A72_det_v_3,determination,2,3,v,6,1,0.16666666666666666
4662,A72_disa_p_2,disappointment,37,2,p,8,3,0.375
4663,A72_disa_p_3,disappointment,37,3,p,9,8,0.8888888888888888
4664,A72_disa_v_2,disappointment,37,2,v,8,0,0.0
