filename,emotion,emotion_id,intensity_level,mode,coverage,n_correct_answers,accuracy
A405_tri_v_3,triumph_achievement,20,3,v,10,4,0.4
A407_adm_p_2,admiration,5,2,p,5,2,0.4
A407_adm_p_3,admiration,5,3,p,6,2,0.3333333333333333
A407_adm_v_2,admiration,5,2,v,5,1,0.2
A407_adm_v_3,admiration,5,3,v,8,1,0.125
A407_amu_p_2,amusement,13,2,p,6,2,0.3333333333333333
A407_amu_p_3,amusement,13,3,p,6,2,0.3333333333333333
A407_amu_v_2,amusement,13,2,v,9,4,0.4444444444444444
A407_amu_v_3,amusement,13,3,v,6,5,0.8333333333333334
A407_ang_p_2,anger,12,2,p,9,9,1.0
A407_ang_p_3,anger,12,3,p,9,9,1.0
A407_ang_v_2,anger,12,2,v,4,2,0.5
A407_ang_v_3,anger,12,3,v,5,5,1.0
A407_anx_p_2,anxiety,34,2,p,7,3,0.42857142857142855
A407_anx_p_3,anxiety,34,3,p,9,4,0.4444444444444444
A407_anx_v_2,anxiety,34,2,v,6,1,0.16666666666666666
A407_anx_v_3,anxiety,34,3,v,9,4,0.4444444444444444
A407_awe_p_2,awe,18,2,p,8,2,0.25
A407_awe_p_3,awe,18,3,p,9,6,0.6666666666666666
A407_awe_v_2,awe,18,2,v,7,1,0.14285714285714285
A407_awe_v_3,awe,18,3,v,7,2,0.2857142857142857
A407_bor_p_2,boredom,26,2,p,9,6,0.6666666666666666
A407_bor_p_3,boredom,26,3,p,6,2,0.3333333333333333
A407_bor_v_2,boredom,26,2,v,7,2,0.2857142857142857
A407_bor_v_3,boredom,26,3,v,8,8,1.0
A407_conc_p_2,concentration,27,2,p,8,4,0.5
A407_conc_p_3,concentration,27,3,p,6,3,0.5
A407_conc_v_2,concentration,27,2,v,6,2,0.3333333333333333
A407_conc_v_3,concentration,27,3,v,6,3,0.5
A407_conf_p_2,confusion,1,2,p,7,3,0.42857142857142855
A407_conf_p_3,confusion,1,3,p,6,3,0.5
A407_conf_v_2,confusion,1,2,v,9,6,0.6666666666666666
A407_conf_v_3,confusion,1,3,v,9,6,0.6666666666666666
A407_cont_p_2,contempt,32,2,p,9,3,0.3333333333333333
A407_cont_p_3,contempt,32,3,p,6,3,0.5
A407_cont_v_2,contempt,32,2,v,7,4,0.5714285714285714
A407_cont_v_3,contempt,32,3,v,8,5,0.625
A407_det_p_2,determination,2,2,p,6,3,0.5
A407_det_p_3,determination,2,3,p,7,4,0.5714285714285714
A407_det_v_2,determination,2,2,v,5,1,0.2
A407_det_v_3,determination,2,3,v,8,6,0.75
A407_disa_p_2,disappointment,37,2,p,8,2,0.25
A407_disa_p_3,disappointment,37,3,p,8,3,0.375
A407_disa_v_2,disappointment,37,2,v,8,4,0.5
A407_disa_v_3,disappointment,37,3,v,6,4,0.6666666666666666
A407_disg_p_2,disgust,35,2,p,8,7,0.875
A407_disg_p_3,disgust,35,3,p,9,4,0.4444444444444444
A407_disg_v_2,disgust,35,2,v,9,6,0.6666666666666666
A407_disg_v_3,disgust,35,3,v,8,6,0.75
A407_dist_p_2,distress_pain,17,2,p,8,3,0.375
A407_dist_p_3,distress_pain,17,3,p,10,5,0.5
A407_dist_v_2,distress_pain,17,2,v,7,1,0.14285714285714285
A407_dist_v_3,distress_pain,17,3,v,9,4,0.4444444444444444
A407_dou_p_2,doubt,3,2,p,7,1,0.14285714285714285
A407_dou_p_3,doubt,3,3,p,7,0,0.0
A407_dou_v_2,doubt,3,2,v,6,2,0.3333333333333333
A407_dou_v_3,doubt,3,3,v,7,1,0.14285714285714285
A407_ele_p_2,elevation_rejoicing,8,2,p,7,1,0.14285714285714285
A407_ele_p_3,elevation_rejoicing,8,3,p,10,1,0.1
A407_ele_v_2,elevation_rejoicing,8,2,v,6,0,0.0
A407_ele_v_3,elevation_rejoicing,8,3,v,7,0,0.0
A407_emb_p_2,embarrassment,39,2,p,6,3,0.5
A407_emb_p_3,embarrassment,39,3,p,8,0,0.0
A407_emb_v_2,embarrassment,39,2,v,9,3,0.3333333333333333
A407_emb_v_3,embarrassment,39,3,v,10,6,0.6
A407_env_p_2,envy,4,2,p,7,0,0.0
A407_env_p_3,envy,4,3,p,8,1,0.125
A407_env_v_2,envy,4,2,v,8,0,0.0
A407_env_v_3,envy,4,3,v,10,0,0.0
A407_exc_p_2,excitement_expectation,36,2,p,6,4,0.6666666666666666
A407_exc_p_3,excitement_expectation,36,3,p,8,5,0.625
A407_exc_v_2,excitement_expectation,36,2,v,7,2,0.2857142857142857
A407_exc_v_3,excitement_expectation,36,3,v,8,3,0.375
A407_fea_p_2,fear,10,2,p,9,3,0.3333333333333333
A407_fea_p_3,fear,10,3,p,7,5,0.7142857142857143
A407_fea_v_2,fear,10,2,v,8,5,0.625
A407_fea_v_3,fear,10,3,v,7,5,0.7142857142857143
A407_gra_p_2,gratitude,7,2,p,6,2,0.3333333333333333
A407_gra_p_3,gratitude,7,3,p,6,3,0.5
A407_gra_v_2,gratitude,7,2,v,5,1,0.2
A407_gra_v_3,gratitude,7,3,v,10,3,0.3
A407_gui_p_2,guilt,40,2,p,7,2,0.2857142857142857
A407_gui_p_3,guilt,40,3,p,7,1,0.14285714285714285
A407_gui_v_2,guilt,40,2,v,6,2,0.3333333333333333
A407_gui_v_3,guilt,40,3,v,9,1,0.1111111111111111
A407_hap_p_2,happiness_joy,33,2,p,6,2,0.3333333333333333
A407_hap_p_3,happiness_joy,33,3,p,5,0,0.0
A407_hap_v_2,happiness_joy,33,2,v,5,3,0.6
A407_hap_v_3,happiness_joy,33,3,v,6,2,0.3333333333333333
A407_hop_p_2,hope,21,2,p,8,1,0.125
A407_hop_p_3,hope,21,3,p,9,0,0.0
A407_hop_v_2,hope,21,2,v,9,0,0.0
A407_hop_v_3,hope,21,3,v,7,1,0.14285714285714285
A407_ins_p_2,inspiration,19,2,p,6,4,0.6666666666666666
A407_ins_p_3,inspiration,19,3,p,7,1,0.14285714285714285
A407_ins_v_2,inspiration,19,2,v,10,4,0.4
A407_ins_v_3,inspiration,19,3,v,5,3,0.6
A407_int_p_2,interest_curiosity,29,2,p,6,1,0.16666666666666666
A407_int_p_3,interest_curiosity,29,3,p,8,5,0.625
A407_int_v_2,interest_curiosity,29,2,v,7,4,0.5714285714285714
A407_int_v_3,interest_curiosity,29,3,v,6,0,0.0
A407_mov_p_2,being_moved,42,2,p,5,0,0.0
A407_mov_p_3,being_moved,42,3,p,9,0,0.0
A407_mov_v_2,being_moved,42,2,v,6,3,0.5
A407_mov_v_3,being_moved,42,3,v,5,2,0.4
A407_neg_sur_p_2,negative_surprise,11,2,p,8,4,0.5
A407_neg_sur_p_3,negative_surprise,11,3,p,5,3,0.6
A407_neg_sur_v_2,negative_surprise,11,2,v,9,6,0.6666666666666666
A407_neg_sur_v_3,negative_surprise,11,3,v,8,4,0.5
A407_neu_sit1_p,neutral,22,1,p,6,5,0.8333333333333334
A407_neu_sit1_v,neutral,22,1,v,4,4,1.0
A407_neu_sit2_p,neutral,22,1,p,5,3,0.6
A407_neu_sit2_v,neutral,22,1,v,8,2,0.25
A407_neu_sit3_p,neutral,22,1,p,7,3,0.42857142857142855
A407_neu_sit3_v,neutral,22,1,v,5,2,0.4
A407_neu_sit4_p,neutral,22,1,p,4,1,0.25
A407_neu_sit4_v,neutral,22,1,v,9,0,0.0
A407_nos_p_2,nostalgia,30,2,p,6,3,0.5
A407_nos_p_3,nostalgia,30,3,p,8,1,0.125
A407_nos_v_2,nostalgia,30,2,v,7,5,0.7142857142857143
A407_nos_v_3,nostalgia,30,3,v,9,5,0.5555555555555556
A407_pea_p_2,peacefulness_serenity,25,2,p,6,1,0.16666666666666666
A407_pea_p_3,peacefulness_serenity,25,3,p,9,2,0.2222222222222222
A407_pea_v_2,peacefulness_serenity,25,2,v,8,3,0.375
A407_pea_v_3,peacefulness_serenity,25,3,v,8,0,0.0
A407_ple_p_2,sensory_pleasure,23,2,p,7,1,0.14285714285714285
A407_ple_p_3,sensory_pleasure,23,3,p,9,0,0.0
A407_ple_v_2,sensory_pleasure,23,2,v,9,2,0.2222222222222222
A407_ple_v_3,sensory_pleasure,23,3,v,9,0,0.0
A407_pos_sur_p_2,positive_surprise,9,2,p,6,1,0.16666666666666666
A407_pos_sur_p_3,positive_surprise,9,3,p,7,0,0.0
A407_pos_sur_v_2,positive_surprise,9,2,v,6,1,0.16666666666666666
A407_pos_sur_v_3,positive_surprise,9,3,v,6,0,0.0
A407_pri_p_2,pride,41,2,p,4,1,0.25
A407_pri_p_3,pride,41,3,p,7,0,0.0
A407_pri_v_2,pride,41,2,v,9,2,0.2222222222222222
A407_pri_v_3,pride,41,3,v,9,3,0.3333333333333333
A407_reg_p_2,regret,0,2,p,7,1,0.14285714285714285
A407_reg_p_3,regret,0,3,p,7,2,0.2857142857142857
A407_reg_v_2,regret,0,2,v,7,2,0.2857142857142857
A407_reg_v_3,regret,0,3,v,7,2,0.2857142857142857
A407_rej_p_2,rejection,14,2,p,6,2,0.3333333333333333
A407_rej_p_3,rejection,14,3,p,5,0,0.0
A407_rej_v_2,rejection,14,2,v,9,3,0.3333333333333333
A407_rej_v_3,rejection,14,3,v,10,2,0.2
A407_rel_p_2,relief,38,2,p,6,2,0.3333333333333333
A407_rel_p_3,relief,38,3,p,4,0,0.0
A407_rel_v_2,relief,38,2,v,6,3,0.5
A407_rel_v_3,relief,38,3,v,5,5,1.0
A407_sad_p_2,sadness,6,2,p,6,2,0.3333333333333333
A407_sad_p_3,sadness,6,3,p,6,5,0.8333333333333334
A407_sad_v_2,sadness,6,2,v,7,5,0.7142857142857143
A407_sad_v_3,sadness,6,3,v,7,6,0.8571428571428571
A407_sar_p_2,sarcasm,31,2,p,6,2,0.3333333333333333
A407_sar_p_3,sarcasm,31,3,p,8,6,0.75
A407_sar_v_2,sarcasm,31,2,v,8,1,0.125
A407_sar_v_3,sarcasm,31,3,v,9,3,0.3333333333333333
A407_sat_p_2,satisfaction_contentment,16,2,p,10,2,0.2
A407_sat_p_3,satisfaction_contentment,16,3,p,8,3,0.375
A407_sat_v_2,satisfaction_contentment,16,2,v,8,1,0.125
A407_sat_v_3,satisfaction_contentment,16,3,v,8,1,0.125
A407_scha_p_2,schadenfreude,15,2,p,8,3,0.375
A407_scha_p_3,schadenfreude,15,3,p,5,0,0.0
A407_scha_v_2,schadenfreude,15,2,v,6,4,0.6666666666666666
A407_scha_v_3,schadenfreude,15,3,v,7,2,0.2857142857142857
A407_sex_p_2,sexual_lust,24,2,p,8,0,0.0
A407_sex_p_3,sexual_lust,24,3,p,9,3,0.3333333333333333
A407_sex_v_2,sexual_lust,24,2,v,8,0,0.0
A407_sex_v_3,sexual_lust,24,3,v,8,1,0.125
A407_sha_p_2,shame,43,2,p,8,1,0.125
A407_sha_p_3,shame,43,3,p,6,1,0.16666666666666666
A407_sha_v_2,shame,43,2,v,9,2,0.2222222222222222
A407_sha_v_3,shame,43,3,v,6,1,0.16666666666666666
A407_ten_p_2,tenderness,28,2,p,7,3,0.42857142857142855
A407_ten_p_3,tenderness,28,3,p,4,0,0.0
A407_ten_v_2,tenderness,28,2,v,7,1,0.14285714285714285
A407_ten_v_3,tenderness,28,3,v,7,1,0.14285714285714285
A407_tri_p_2,triumph_achievement,20,2,p,9,0,0.0
A407_tri_p_3,triumph_achievement,20,3,p,8,4,0.5
A407_tri_v_2,triumph_achievement,20,2,v,8,4,0.5
A407_tri_v_3,triumph_achievement,20,3,v,7,3,0.42857142857142855
A410_adm_p_2,admiration,5,2,p,10,1,0.1
A410_adm_p_3,admiration,5,3,p,5,0,0.0
A410_adm_v_2,admiration,5,2,v,6,2,0.3333333333333333
A410_adm_v_3,admiration,5,3,v,6,2,0.3333333333333333
A410_amu_p_2,amusement,13,2,p,4,0,0.0
A410_amu_p_3,amusement,13,3,p,6,2,0.3333333333333333
A410_amu_v_2,amusement,13,2,v,9,0,0.0
A410_amu_v_3,amusement,13,3,v,6,4,0.6666666666666666
A410_ang_p_2,anger,12,2,p,6,6,1.0
A410_ang_p_3,anger,12,3,p,8,8,1.0
A410_ang_v_2,anger,12,2,v,9,8,0.8888888888888888
A410_ang_v_3,anger,12,3,v,8,7,0.875
A410_anx_p_2,anxiety,34,2,p,8,0,0.0
A410_anx_p_3,anxiety,34,3,p,8,0,0.0
A410_anx_v_2,anxiety,34,2,v,7,1,0.14285714285714285
A410_anx_v_3,anxiety,34,3,v,6,0,0.0
A410_awe_p_2,awe,18,2,p,5,2,0.4
A410_awe_p_3,awe,18,3,p,7,2,0.2857142857142857
A410_awe_v_2,awe,18,2,v,6,2,0.3333333333333333
A410_awe_v_3,awe,18,3,v,4,1,0.25
A410_bor_p_2,boredom,26,2,p,7,3,0.42857142857142855
A410_bor_p_3,boredom,26,3,p,5,0,0.0
A410_bor_v_2,boredom,26,2,v,10,2,0.2
A410_bor_v_3,boredom,26,3,v,7,2,0.2857142857142857
A410_conc_p_2,concentration,27,2,p,8,3,0.375
A410_conc_p_3,concentration,27,3,p,8,2,0.25
A410_conc_v_2,concentration,27,2,v,6,3,0.5
A410_conc_v_3,concentration,27,3,v,9,4,0.4444444444444444
A410_conf_p_2,confusion,1,2,p,5,2,0.4
A410_conf_p_3,confusion,1,3,p,5,3,0.6
A410_conf_v_2,confusion,1,2,v,6,1,0.16666666666666666
A410_conf_v_3,confusion,1,3,v,8,5,0.625
A410_cont_p_2,contempt,32,2,p,9,3,0.3333333333333333
A410_cont_p_3,contempt,32,3,p,11,2,0.18181818181818182
A410_cont_v_2,contempt,32,2,v,8,5,0.625
A410_cont_v_3,contempt,32,3,v,8,7,0.875
A410_det_p_2,determination,2,2,p,7,5,0.7142857142857143
A410_det_p_3,determination,2,3,p,7,5,0.7142857142857143
A410_det_v_2,determination,2,2,v,4,3,0.75
A410_det_v_3,determination,2,3,v,8,4,0.5
A410_disa_p_2,disappointment,37,2,p,8,2,0.25
A410_disa_p_3,disappointment,37,3,p,8,3,0.375
A410_disa_v_2,disappointment,37,2,v,6,2,0.3333333333333333
A410_disa_v_3,disappointment,37,3,v,7,2,0.2857142857142857
A410_disg_p_2,disgust,35,2,p,10,4,0.4
A410_disg_p_3,disgust,35,3,p,10,8,0.8
A410_disg_v_2,disgust,35,2,v,9,6,0.6666666666666666
A410_disg_v_3,disgust,35,3,v,9,7,0.7777777777777778
A410_dist_p_2,distress_pain,17,2,p,8,0,0.0
A410_dist_p_3,distress_pain,17,3,p,7,0,0.0
A410_dist_v_2,distress_pain,17,2,v,7,2,0.2857142857142857
A410_dist_v_3,distress_pain,17,3,v,6,0,0.0
A410_dou_p_2,doubt,3,2,p,8,0,0.0
A410_dou_p_3,doubt,3,3,p,6,0,0.0
A410_dou_v_2,doubt,3,2,v,9,0,0.0
A410_dou_v_3,doubt,3,3,v,4,1,0.25
A410_ele_p_2,elevation_rejoicing,8,2,p,7,1,0.14285714285714285
A410_ele_p_3,elevation_rejoicing,8,3,p,7,0,0.0
A410_ele_v_2,elevation_rejoicing,8,2,v,7,1,0.14285714285714285
A410_ele_v_3,elevation_rejoicing,8,3,v,7,1,0.14285714285714285
A410_emb_p_2,embarrassment,39,2,p,6,0,0.0
A410_emb_p_3,embarrassment,39,3,p,7,0,0.0
A410_emb_v_2,embarrassment,39,2,v,7,1,0.14285714285714285
A410_emb_v_3,embarrassment,39,3,v,8,1,0.125
A410_env_p_2,envy,4,2,p,6,0,0.0
A410_env_p_3,envy,4,3,p,8,0,0.0
A410_env_v_2,envy,4,2,v,6,0,0.0
A410_env_v_3,envy,4,3,v,6,0,0.0
A410_exc_p_2,excitement_expectation,36,2,p,5,0,0.0
A410_exc_p_3,excitement_expectation,36,3,p,5,0,0.0
A410_exc_v_2,excitement_expectation,36,2,v,4,0,0.0
A410_exc_v_3,excitement_expectation,36,3,v,7,1,0.14285714285714285
A410_fea_p_2,fear,10,2,p,7,6,0.8571428571428571
A410_fea_p_3,fear,10,3,p,8,5,0.625
A410_fea_v_2,fear,10,2,v,8,5,0.625
A410_fea_v_3,fear,10,3,v,9,5,0.5555555555555556
A410_gra_p_2,gratitude,7,2,p,9,3,0.3333333333333333
A410_gra_p_3,gratitude,7,3,p,8,3,0.375
A410_gra_v_2,gratitude,7,2,v,7,2,0.2857142857142857
A410_gra_v_3,gratitude,7,3,v,6,0,0.0
A410_gui_p_2,guilt,40,2,p,5,1,0.2
A410_gui_p_3,guilt,40,3,p,4,1,0.25
A410_gui_v_2,guilt,40,2,v,9,2,0.2222222222222222
A410_gui_v_3,guilt,40,3,v,8,2,0.25
A410_hap_p_2,happiness_joy,33,2,p,7,2,0.2857142857142857
A410_hap_p_3,happiness_joy,33,3,p,8,7,0.875
A410_hap_v_2,happiness_joy,33,2,v,7,3,0.42857142857142855
A410_hap_v_3,happiness_joy,33,3,v,6,4,0.6666666666666666
A410_hop_p_2,hope,21,2,p,9,0,0.0
A410_hop_p_3,hope,21,3,p,5,1,0.2
A410_hop_v_2,hope,21,2,v,8,2,0.25
A410_hop_v_3,hope,21,3,v,10,2,0.2
A410_ins_p_2,inspiration,19,2,p,9,0,0.0
A410_ins_p_3,inspiration,19,3,p,7,1,0.14285714285714285
A410_ins_v_2,inspiration,19,2,v,8,1,0.125
A410_ins_v_3,inspiration,19,3,v,8,1,0.125
A410_int_p_2,interest_curiosity,29,2,p,6,0,0.0
A410_int_p_3,interest_curiosity,29,3,p,8,1,0.125
A410_int_v_2,interest_curiosity,29,2,v,6,2,0.3333333333333333
A410_int_v_3,interest_curiosity,29,3,v,10,3,0.3
A410_mov_p_2,being_moved,42,2,p,6,0,0.0
A410_mov_p_3,being_moved,42,3,p,7,0,0.0
A410_mov_v_2,being_moved,42,2,v,5,1,0.2
A410_mov_v_3,being_moved,42,3,v,8,0,0.0
A410_neg_sur_p_2,negative_surprise,11,2,p,7,2,0.2857142857142857
A410_neg_sur_p_3,negative_surprise,11,3,p,5,1,0.2
A410_neg_sur_v_2,negative_surprise,11,2,v,7,4,0.5714285714285714
A410_neg_sur_v_3,negative_surprise,11,3,v,9,3,0.3333333333333333
A410_neu_sit1_p,neutral,22,1,p,4,4,1.0
A410_neu_sit1_v,neutral,22,1,v,7,6,0.8571428571428571
A410_neu_sit2_p,neutral,22,1,p,4,2,0.5
A410_neu_sit2_v,neutral,22,1,v,4,3,0.75
A410_neu_sit3_p,neutral,22,1,p,4,3,0.75
A410_neu_sit3_v,neutral,22,1,v,13,8,0.6153846153846154
A410_neu_sit4_p,neutral,22,1,p,7,6,0.8571428571428571
A410_neu_sit4_v,neutral,22,1,v,4,1,0.25
A410_nos_p_2,nostalgia,30,2,p,9,5,0.5555555555555556
A410_nos_p_3,nostalgia,30,3,p,7,3,0.42857142857142855
A410_nos_v_2,nostalgia,30,2,v,11,2,0.18181818181818182
A410_nos_v_3,nostalgia,30,3,v,9,3,0.3333333333333333
A410_pea_p_2,peacefulness_serenity,25,2,p,9,1,0.1111111111111111
A410_pea_p_3,peacefulness_serenity,25,3,p,8,1,0.125
A410_pea_v_2,peacefulness_serenity,25,2,v,8,2,0.25
A410_pea_v_3,peacefulness_serenity,25,3,v,7,1,0.14285714285714285
A410_ple_p_2,sensory_pleasure,23,2,p,7,0,0.0
A410_ple_p_3,sensory_pleasure,23,3,p,5,0,0.0
A410_ple_v_2,sensory_pleasure,23,2,v,7,1,0.14285714285714285
A410_ple_v_3,sensory_pleasure,23,3,v,8,4,0.5
A410_pos_sur_p_2,positive_surprise,9,2,p,5,1,0.2
A410_pos_sur_p_3,positive_surprise,9,3,p,7,0,0.0
A410_pos_sur_v_2,positive_surprise,9,2,v,5,2,0.4
A410_pos_sur_v_3,positive_surprise,9,3,v,9,3,0.3333333333333333
A410_pri_p_2,pride,41,2,p,6,2,0.3333333333333333
A410_pri_p_3,pride,41,3,p,4,0,0.0
A410_pri_v_2,pride,41,2,v,6,0,0.0
A410_pri_v_3,pride,41,3,v,4,0,0.0
A410_reg_p_2,regret,0,2,p,9,2,0.2222222222222222
A410_reg_p_3,regret,0,3,p,7,0,0.0
A410_reg_v_2,regret,0,2,v,7,1,0.14285714285714285
A410_reg_v_3,regret,0,3,v,7,0,0.0
A410_rej_p_2,rejection,14,2,p,5,0,0.0
A410_rej_p_3,rejection,14,3,p,9,2,0.2222222222222222
A410_rej_v_2,rejection,14,2,v,7,2,0.2857142857142857
A410_rej_v_3,rejection,14,3,v,8,1,0.125
A410_rel_p_2,relief,38,2,p,7,3,0.42857142857142855
A410_rel_p_3,relief,38,3,p,7,3,0.42857142857142855
A410_rel_v_2,relief,38,2,v,6,4,0.6666666666666666
A410_rel_v_3,relief,38,3,v,9,5,0.5555555555555556
A410_sad_p_2,sadness,6,2,p,8,1,0.125
A410_sad_p_3,sadness,6,3,p,6,1,0.16666666666666666
A410_sad_v_2,sadness,6,2,v,8,2,0.25
A410_sad_v_3,sadness,6,3,v,7,1,0.14285714285714285
A410_sar_p_2,sarcasm,31,2,p,9,2,0.2222222222222222
A410_sar_p_3,sarcasm,31,3,p,8,3,0.375
A410_sar_v_2,sarcasm,31,2,v,8,2,0.25
A410_sar_v_3,sarcasm,31,3,v,9,6,0.6666666666666666
A410_sat_p_2,satisfaction_contentment,16,2,p,8,2,0.25
A410_sat_p_3,satisfaction_contentment,16,3,p,9,2,0.2222222222222222
A410_sat_v_2,satisfaction_contentment,16,2,v,10,1,0.1
A410_sat_v_3,satisfaction_contentment,16,3,v,8,1,0.125
A410_scha_p_2,schadenfreude,15,2,p,8,8,1.0
A410_scha_p_3,schadenfreude,15,3,p,6,4,0.6666666666666666
A410_scha_v_2,schadenfreude,15,2,v,9,8,0.8888888888888888
A410_scha_v_3,schadenfreude,15,3,v,9,7,0.7777777777777778
A410_sex_p_2,sexual_lust,24,2,p,7,2,0.2857142857142857
A410_sex_p_3,sexual_lust,24,3,p,10,6,0.6
A410_sex_v_2,sexual_lust,24,2,v,10,5,0.5
A410_sex_v_3,sexual_lust,24,3,v,9,5,0.5555555555555556
A410_sha_p_2,shame,43,2,p,9,0,0.0
A410_sha_p_3,shame,43,3,p,7,0,0.0
A410_sha_v_2,shame,43,2,v,9,3,0.3333333333333333
A410_sha_v_3,shame,43,3,v,9,0,0.0
A410_ten_p_2,tenderness,28,2,p,7,3,0.42857142857142855
A410_ten_p_3,tenderness,28,3,p,7,2,0.2857142857142857
A410_ten_v_2,tenderness,28,2,v,9,1,0.1111111111111111
A410_ten_v_3,tenderness,28,3,v,9,1,0.1111111111111111
A410_tri_p_2,triumph_achievement,20,2,p,10,4,0.4
A410_tri_p_3,triumph_achievement,20,3,p,5,3,0.6
A410_tri_v_2,triumph_achievement,20,2,v,4,0,0.0
A410_tri_v_3,triumph_achievement,20,3,v,8,2,0.25
A417_adm_p_2,admiration,5,2,p,7,2,0.2857142857142857
A417_adm_p_3,admiration,5,3,p,7,2,0.2857142857142857
A417_adm_v_2,admiration,5,2,v,8,1,0.125
A417_adm_v_3,admiration,5,3,v,9,4,0.4444444444444444
A417_amu_p_2,amusement,13,2,p,6,0,0.0
A417_amu_p_3,amusement,13,3,p,6,4,0.6666666666666666
A417_amu_v_2,amusement,13,2,v,10,1,0.1
A417_amu_v_3,amusement,13,3,v,6,1,0.16666666666666666
A417_ang_p_2,anger,12,2,p,5,1,0.2
A417_ang_p_3,anger,12,3,p,7,5,0.7142857142857143
A417_ang_v_2,anger,12,2,v,7,3,0.42857142857142855
A417_ang_v_3,anger,12,3,v,7,6,0.8571428571428571
A417_anx_p_2,anxiety,34,2,p,6,0,0.0
A417_anx_p_3,anxiety,34,3,p,10,1,0.1
A417_anx_v_2,anxiety,34,2,v,5,0,0.0
A417_anx_v_3,anxiety,34,3,v,5,1,0.2
A417_awe_p_2,awe,18,2,p,9,1,0.1111111111111111
A417_awe_p_3,awe,18,3,p,8,1,0.125
A417_awe_v_2,awe,18,2,v,6,0,0.0
A417_awe_v_3,awe,18,3,v,5,0,0.0
A417_bor_p_2,boredom,26,2,p,7,2,0.2857142857142857
A417_bor_p_3,boredom,26,3,p,7,4,0.5714285714285714
A417_bor_v_2,boredom,26,2,v,4,1,0.25
A417_bor_v_3,boredom,26,3,v,5,3,0.6
A417_conc_p_2,concentration,27,2,p,8,3,0.375
A417_conc_p_3,concentration,27,3,p,5,3,0.6
A417_conc_v_2,concentration,27,2,v,4,2,0.5
A417_conc_v_3,concentration,27,3,v,8,4,0.5
A417_conf_p_2,confusion,1,2,p,7,4,0.5714285714285714
A417_conf_p_3,confusion,1,3,p,8,6,0.75
A417_conf_v_2,confusion,1,2,v,8,4,0.5
A417_conf_v_3,confusion,1,3,v,6,5,0.8333333333333334
A417_cont_p_2,contempt,32,2,p,5,2,0.4
A417_cont_p_3,contempt,32,3,p,6,3,0.5
A417_cont_v_2,contempt,32,2,v,7,4,0.5714285714285714
A417_cont_v_3,contempt,32,3,v,7,3,0.42857142857142855
A417_det_p_2,determination,2,2,p,4,4,1.0
A417_det_p_3,determination,2,3,p,7,7,1.0
A417_det_v_2,determination,2,2,v,7,5,0.7142857142857143
A417_det_v_3,determination,2,3,v,5,1,0.2
A417_disa_p_2,disappointment,37,2,p,8,2,0.25
A417_disa_p_3,disappointment,37,3,p,9,4,0.4444444444444444
A417_disa_v_2,disappointment,37,2,v,9,4,0.4444444444444444
A417_disa_v_3,disappointment,37,3,v,8,1,0.125
A417_disg_p_2,disgust,35,2,p,8,2,0.25
A417_disg_p_3,disgust,35,3,p,11,4,0.36363636363636365
A417_disg_v_2,disgust,35,2,v,8,1,0.125
A417_disg_v_3,disgust,35,3,v,7,6,0.8571428571428571
A417_dist_p_2,distress_pain,17,2,p,5,0,0.0
A417_dist_p_3,distress_pain,17,3,p,6,0,0.0
A417_dist_v_2,distress_pain,17,2,v,6,0,0.0
A417_dist_v_3,distress_pain,17,3,v,6,1,0.16666666666666666
A417_dou_p_2,doubt,3,2,p,6,2,0.3333333333333333
A417_dou_p_3,doubt,3,3,p,5,0,0.0
A417_dou_v_2,doubt,3,2,v,9,4,0.4444444444444444
A417_dou_v_3,doubt,3,3,v,8,5,0.625
A417_ele_p_2,elevation_rejoicing,8,2,p,7,1,0.14285714285714285
A417_ele_p_3,elevation_rejoicing,8,3,p,6,0,0.0
A417_ele_v_2,elevation_rejoicing,8,2,v,6,1,0.16666666666666666
A417_ele_v_3,elevation_rejoicing,8,3,v,9,0,0.0
A417_emb_p_2,embarrassment,39,2,p,8,4,0.5
A417_emb_p_3,embarrassment,39,3,p,7,2,0.2857142857142857
A417_emb_v_2,embarrassment,39,2,v,8,2,0.25
A417_emb_v_3,embarrassment,39,3,v,6,4,0.6666666666666666
A417_env_p_2,envy,4,2,p,7,1,0.14285714285714285
A417_env_p_3,envy,4,3,p,10,1,0.1
A417_env_v_2,envy,4,2,v,7,1,0.14285714285714285
A417_env_v_3,envy,4,3,v,7,0,0.0
A417_exc_p_2,excitement_expectation,36,2,p,5,1,0.2
A417_exc_p_3,excitement_expectation,36,3,p,6,0,0.0
A417_exc_v_2,excitement_expectation,36,2,v,4,0,0.0
A417_exc_v_3,excitement_expectation,36,3,v,6,0,0.0
A417_fea_p_2,fear,10,2,p,9,1,0.1111111111111111
A417_fea_p_3,fear,10,3,p,6,0,0.0
A417_fea_v_2,fear,10,2,v,8,0,0.0
A417_fea_v_3,fear,10,3,v,8,2,0.25
A417_gra_p_2,gratitude,7,2,p,8,7,0.875
A417_gra_p_3,gratitude,7,3,p,6,4,0.6666666666666666
A417_gra_v_2,gratitude,7,2,v,8,1,0.125
A417_gra_v_3,gratitude,7,3,v,10,4,0.4
A417_gui_p_2,guilt,40,2,p,6,1,0.16666666666666666
A417_gui_p_3,guilt,40,3,p,6,1,0.16666666666666666
A417_gui_v_2,guilt,40,2,v,8,2,0.25
A417_gui_v_3,guilt,40,3,v,7,3,0.42857142857142855
